,id,text,aspect,polarity
1686,2337, kinda also offers prix fixe lunch and buffet .,food,neutral
1687,1174," although the place could be a little more eye catching and roomier , at the same time , it does n't really matter .",ambience,conflict
1688,3474, you can barely see who you are with never mind have a conversation .,ambience,negative
1689,2818, this was my frist time at cafe st. bart 's and i must say how delicious the food and the service was .,food,positive
1690,2818, this was my frist time at cafe st. bart 's and i must say how delicious the food and the service was .,service,positive
1691,2920, i do n't get it either .,anecdotes/miscellaneous,negative
1692,162, went on a double date with friend and his girlfriend for a few drinks and appetizers .,anecdotes/miscellaneous,neutral
1693,1216, great place to grab a hot bagel on the way to work .,food,positive
1694,3530," it 's like they took leftover chicken , poured oil and sprinkled pepper powder over it ( the sauce was translucent and red ) .",food,negative
1695,951," one would think we 'd get an apology or complimentary drinks - instead , we got a snobby waiter would n't even take our order for 15 minutes and gave us lip when we asked him to do so .",service,negative
1696,1005, one of my favorite places in manhattan .,anecdotes/miscellaneous,positive
1697,1619," they brought glasses and the bottle , and just left the bottle at our table .",service,negative
1698,1304," we actually gave 10 % tip ( which we have never done despite mediocre food and service ) , because we felt totally ripped off .",food,neutral
1699,1304," we actually gave 10 % tip ( which we have never done despite mediocre food and service ) , because we felt totally ripped off .",service,neutral
1700,1304," we actually gave 10 % tip ( which we have never done despite mediocre food and service ) , because we felt totally ripped off .",price,negative
1701,1856, we were looking forward to nice glass of sangria when we arrived .,food,positive
1702,3318, i would highly recommend requesting a table by the window .,anecdotes/miscellaneous,positive
1703,1335," while we enjoyed the food , we were highly disappointed by the poor service ( waiter was not quite competent and slow service ) and lack of remorse .",food,positive
1704,1335," while we enjoyed the food , we were highly disappointed by the poor service ( waiter was not quite competent and slow service ) and lack of remorse .",service,negative
1705,2545, i for one will never patronize them again .,anecdotes/miscellaneous,negative
1706,1821, i stumbled upon this great pizzeria as i explored my new neighborhood .,anecdotes/miscellaneous,positive
1707,880," after hearing a lot of great things about the restaurant , and passing by it on a daily basis , we decided to try .",anecdotes/miscellaneous,neutral
1708,401," the service , however , was a bright flower in a garden .",service,positive
1709,1238," so , again , give it a try .",anecdotes/miscellaneous,positive
1710,889, stay far away from this place .,anecdotes/miscellaneous,negative
1711,21, we will come back ! ! !,anecdotes/miscellaneous,positive
1712,2944, we 've been to grocery three times and not once has an item on the menu disappointed .,food,positive
1713,3298," the food is very good too but for the most part , it 's just regular food , nothing special .",food,conflict
1714,1344, a touch more jalapeno heat for contrast and it would have been very good indeed .,food,positive
1715,1381, tried the pad see ew on the recommendation of the last reviewer since it 's one of my favorite dishes .,food,neutral
1716,581, we 'd go back again,anecdotes/miscellaneous,positive
1717,3658," we ate out in the back patio , which is worth it as it 's cool and the music is hear well there .",ambience,positive
1718,1840, the location is perfect .,ambience,positive
1719,2702," guacamole shrimp appetizer was really great , we both had the filet , very good , did n't much like the frites that came with , but the filet was so good , neither of us cared .",food,conflict
1720,3536, the lunch special is an absolute steal .,price,positive
1721,1363, this food is asian air fusion .,food,neutral
1722,1065, nothing fancy but really good food with pretty reasonable price .,food,positive
1723,1065, nothing fancy but really good food with pretty reasonable price .,price,positive
1724,2137," the chicken pot pie is exceptional , the cheeseburger huge and delectable , and the service professional wan warm .",food,positive
1725,2137," the chicken pot pie is exceptional , the cheeseburger huge and delectable , and the service professional wan warm .",service,positive
1726,2884," while i quite liked the food and the ambience , i 'm not quite sure if it they really deserve it the michelin rating they have displayed so proudly in the window .",food,conflict
1727,2884," while i quite liked the food and the ambience , i 'm not quite sure if it they really deserve it the michelin rating they have displayed so proudly in the window .",ambience,conflict
1728,2075, i 'm surprised about some of the bad reviews posted here - i 've been to tamarind about 5 or 6 times and always come away extremely satisfied and looking forward to returning .,anecdotes/miscellaneous,positive
1729,3238," but on a lazy saturday night , we ended up going .",anecdotes/miscellaneous,neutral
1730,558, there are a few italian employees who may not speak the best english but for me that adds to the experience .,service,conflict
1731,3597," i have never eaten in the restaurant , however , upon reading the reviews i got take out last week .",anecdotes/miscellaneous,neutral
1732,1099, once for dinner and once for brunch .,anecdotes/miscellaneous,neutral
1733,169," i 've been to at cafe spice probably 5-8 times , it is probably still the best indian restaurant around union square .",anecdotes/miscellaneous,positive
1734,2042, not worth the prices .,price,negative
1735,1603, would recommend - perfect for those looking for a place close to grand central .,anecdotes/miscellaneous,positive
1736,1114, from the moment you enter till the moment you walk out the friendly and helpful staff was was just fantastic .,service,positive
1737,233, service was good and food is wonderful .,food,positive
1738,233, service was good and food is wonderful .,service,positive
1739,1832, i only have friends .,anecdotes/miscellaneous,neutral
1740,3276, she gets 10 for her excellent service and advice .,service,positive
1741,960, the restaurant is a bit noisy but that is something that can be overlooked once you sit down and enjoy a great meal,ambience,conflict
1742,960, the restaurant is a bit noisy but that is something that can be overlooked once you sit down and enjoy a great meal,food,positive
1743,3555," being a fan of spicy ethnic foods , indian included , i made friends with this place long ago .",food,positive
1744,2863, please save yourself the frustration .,anecdotes/miscellaneous,negative
1745,2477, and i say snacking because it really is not set up to be a proper dinner .,ambience,conflict
1746,1095, the quality of food at this restaurant accompanied by fantastic live jazz makes this place a perfect 10 !,food,positive
1747,1095, the quality of food at this restaurant accompanied by fantastic live jazz makes this place a perfect 10 !,ambience,positive
1748,696," i have eaten at saul , many times , the food is always consistently , outrageously good .",food,positive
1749,696," i have eaten at saul , many times , the food is always consistently , outrageously good .",anecdotes/miscellaneous,neutral
1750,62, ( always ask the bartender for the seasonal beer ! ! !,food,positive
1751,768," if your visiting , you 'll enjoy the ambiance and the fact that it 's in time sq ...",ambience,positive
1752,3636," we were on our way back to nj , and since i am in ny , we figured why not grab some food ?",anecdotes/miscellaneous,neutral
1753,3695, sandwiches tho pricey are over stuffed - can serve 2 persons easily thus cost effective !,price,positive
1754,3256, and comparing it to the chinatown restaurants is simply not fair .,anecdotes/miscellaneous,neutral
1755,211, service and food is what any one would expect when spending that type of money .,food,neutral
1756,211, service and food is what any one would expect when spending that type of money .,service,neutral
1757,524, love the atmosphere - felt like i was in paris .,ambience,positive
1758,801, every course was better than the next .,food,positive
1759,3431," not cheap , but not that expensive either .",price,conflict
1760,266, the staff is incredibly helpful and attentive .,service,positive
1761,1986," if presentation and service is your thing , then this magic show works .",service,positive
1762,1240," apparently , the good cook works then .",food,positive
1763,955, i was pleasantly suprised .,anecdotes/miscellaneous,positive
1764,1787, the yellowtail was particularly good as well .,food,positive
1765,682, one less manhattanite the better .,anecdotes/miscellaneous,neutral
1766,2131, everyone is welcomed in as family .,service,positive
1767,2349, i ate clams oregano and spectacular salad with perfectly marinated cucumbers and tomatoes with lots of shrimp and basil .,food,positive
1768,2485," the menu changed , portions were even smaller than before , a lentil dish was salty beyond edibility , a basmati rice dish lacked flavor .",food,negative
1769,2412," spice is sleek , modern and cool with a menu that will not hurt your wallet .",ambience,positive
1770,2412," spice is sleek , modern and cool with a menu that will not hurt your wallet .",price,positive
1771,2647, patroon features a nice cigar bar and has great staff .,service,positive
1772,2647, patroon features a nice cigar bar and has great staff .,ambience,positive
1773,2311," hey , i think $ 2 + for a 5 block walk ai n't bad .",anecdotes/miscellaneous,neutral
1774,714, very affordable and excellent ambient !,ambience,positive
1775,714, very affordable and excellent ambient !,price,positive
1776,3057, look elsewhere .,anecdotes/miscellaneous,negative
1777,3002," more important , the sushi rivals the best in tokyo .",food,positive
1778,2616, i have never had cheesecake like this .,food,positive
1779,2969," bill a little high , but worth it .",price,conflict
1780,1147," i seriously doubt i will ever dine at jimmy 's bronx , or for that matter , jimmy 's uptown , again .",anecdotes/miscellaneous,negative
1781,3521, everyone i bring here always loves it .,anecdotes/miscellaneous,positive
1782,2410," my co-workers had to wait almost an hour for delivery , only to discover that what they got was not what they ordered .",service,negative
1783,2099, worth a visit .,anecdotes/miscellaneous,positive
1784,2792, a real disappointment .,anecdotes/miscellaneous,negative
1785,3206, its a go-to for dates as well as entertaining out of town guests .,ambience,positive
1786,837, why do people rave about the ambience .,ambience,negative
1787,1244, were meeting up with some friends for a drink at lafayette 161 and happened to walk by thai angel famished .,anecdotes/miscellaneous,neutral
1788,1343," fluke sashimi drizzled with jalapeno lime olive oil , the fruit of the oil nicely highlighting the fish 's sweetness .",food,positive
1789,348, great sushi experience .,food,positive
1790,1956," if you 're looking for a great meal at a decent price , go to del frisco 's !",food,positive
1791,1956," if you 're looking for a great meal at a decent price , go to del frisco 's !",price,positive
1792,2039, they charge $ 6.00 for rice .,price,negative
1793,2990, my steak au poivre was one of the worst i 've had .,food,negative
1794,2135," on a recent sunday afternoon , a friend and i accidently found this great restaurant on our way to see the pulitzer prize winning play doubt .",anecdotes/miscellaneous,positive
1795,1779, the owner and staff are all japanese as well and that adds to the entire ambiance .,ambience,positive
1796,142," try the congee and the donut like deep fried dough they call ow ley soh , a delicious and sweet tasting bread .",food,positive
1797,2768," although the tables may be closely situated , the candle light , food quality and service overcompensate .",food,positive
1798,2768," although the tables may be closely situated , the candle light , food quality and service overcompensate .",service,positive
1799,2768," although the tables may be closely situated , the candle light , food quality and service overcompensate .",ambience,conflict
1800,812, the food was delicious and the waiter was incredibly helpful and attentive ( considering we were the only ones there for the first hour ) .,food,positive
1801,812, the food was delicious and the waiter was incredibly helpful and attentive ( considering we were the only ones there for the first hour ) .,service,positive
1802,218," from the spectacular caviar to the hospitable waitstaff , i felt like royalty and enjoyed every second of it .",food,positive
1803,218," from the spectacular caviar to the hospitable waitstaff , i felt like royalty and enjoyed every second of it .",service,positive
1804,91, i will be going back and heartily recommend it !,anecdotes/miscellaneous,positive
1805,2970, would definitely visit again .,anecdotes/miscellaneous,positive
1806,1004, definitely worth the trip to battery park city !,anecdotes/miscellaneous,positive
1807,1204," perhaps this food is considered extreme to an upper east side resident , but for the rest of us who 've actually eaten ethnic food , this is simply dull .",food,conflict
1808,811, the place was real empty but that was because this was the first sunday they ever opened .,ambience,conflict
1809,2239, this little place definitely exceeded my expectations and you sure get a lot of food for your money .,price,positive
1810,2239, this little place definitely exceeded my expectations and you sure get a lot of food for your money .,ambience,conflict
1811,3493," ambience is delightful , service impeccable .",service,positive
1812,3493," ambience is delightful , service impeccable .",ambience,positive
1813,503," service was excellent , and the ac worked very well too ( thank god , it was hot ! ) .",service,positive
1814,503," service was excellent , and the ac worked very well too ( thank god , it was hot ! ) .",ambience,positive
1815,2094, tasty but expensive .,food,positive
1816,2094, tasty but expensive .,price,negative
1817,3236, you get the sense that the people there care about their restaurant and about your experience and that is very nice .,service,positive
1818,1606," both are delicious , the cooks are friendly and are willing to take a moment and speak to you and shake your hand .",food,positive
1819,1606," both are delicious , the cooks are friendly and are willing to take a moment and speak to you and shake your hand .",service,positive
1820,1307, so i thought why not change it up a bit .,anecdotes/miscellaneous,neutral
1821,300, my friend ordered some of their special sushi rolls which had excellent presentation and tasted great !,food,positive
1822,2334, although be warned their dinner menu to sit and take out prices are different .,price,neutral
1823,2079," the staff was accomodating , the food was absolutely delicious and the place is lovely .",food,positive
1824,2079," the staff was accomodating , the food was absolutely delicious and the place is lovely .",service,positive
1825,2079," the staff was accomodating , the food was absolutely delicious and the place is lovely .",ambience,positive
1826,2602, p.s . please do n't tell anyone in my family i eat there .,anecdotes/miscellaneous,neutral
1827,1424," my picks are : - scallion pancake ( fried with vegetable juice , very special and tasty ) - guizhou chicken - shredded squid family style ( one of my personal favorites ) - sichuan spicy soft shell crab - shush fish ( this one is for hardcore sichuan food fans , i would n't recommend to my american friends as it 's very spicy .",food,positive
1828,1294, they smell like they stuff them with old canned vegetables like the spinach mushroom calzone .,food,negative
1829,2361," to celebrate a birthday , three of us went to mare anticipating great food .",anecdotes/miscellaneous,neutral
1830,316, there was a great deal for 6 blue point oysters and a beer or glass of wine for $ 8 !,price,positive
1831,1393, i really liked the noodle dishes at rice avenue compared to their green curry dish .,food,conflict
1832,3182," i went to pams with my girlfriend , and i love it .",anecdotes/miscellaneous,positive
1833,1317," but for whatever reason , prices are about twice as high .",price,negative
1834,1213, i am relatively new to the area and tried pick a gel on 2nd and was disappointed with the service and i thought the food was overate and on the pricey side .,anecdotes/miscellaneous,neutral
1835,1213, i am relatively new to the area and tried pick a gel on 2nd and was disappointed with the service and i thought the food was overate and on the pricey side .,service,negative
1836,1213, i am relatively new to the area and tried pick a gel on 2nd and was disappointed with the service and i thought the food was overate and on the pricey side .,price,negative
1837,1213, i am relatively new to the area and tried pick a gel on 2nd and was disappointed with the service and i thought the food was overate and on the pricey side .,food,negative
1838,1281, great atmosphere and worth every bit .,ambience,positive
1839,1537, we had a most unpleasant experience at this restaurant .,anecdotes/miscellaneous,negative
1840,2262," the spicy tuna roll was unusually good and the rock shrimp tempura was awesome , great appetizer to share !",food,positive
1841,3456, the staff was knowledgeable and full of personality .,service,positive
1842,1738, great staff .,service,positive
1843,1081," only complaint would be that at an average cost of $ 12 $ 15 per meal , i 'd like not to have to worry about finding a seat !",service,negative
1844,1081," only complaint would be that at an average cost of $ 12 $ 15 per meal , i 'd like not to have to worry about finding a seat !",price,negative
1845,1117," to finish off such a delightful dinner experience you must have dessert , especially the white chocolate bread pudding with gelato and hot chocolate .",food,positive
1846,306, the banana tower is an amazing dessert as well .,food,positive
1847,2112, i went there with my friend last saturday .,anecdotes/miscellaneous,neutral
1848,94," excellent atmosphere , delicious dishes good and friendly service .",food,positive
1849,94," excellent atmosphere , delicious dishes good and friendly service .",service,positive
1850,94," excellent atmosphere , delicious dishes good and friendly service .",ambience,positive
1851,1015, a cool place to hang with your friends for a couple of healthy drinks and desserts .,food,positive
1852,1015, a cool place to hang with your friends for a couple of healthy drinks and desserts .,ambience,positive
1853,1901," great vibe , lots of people .",ambience,positive
1854,2422," i like mamoun 's food as well , but side by side , kati rolls just produce tastier food hands down .",food,conflict
1855,200, just an odd group .,anecdotes/miscellaneous,neutral
1856,1607," the service is a bit slow , but harkens back to my years growing up in napoli , italy where things are not rushed and when you sit down for dinner the table is yours all night .",service,conflict
1857,2771," either that , or the editor 's idea of romance must be sharing a conversation with the next table , while trying to speak louder than the traffic on 57th .",ambience,negative
1858,1400, i love this place !,anecdotes/miscellaneous,positive
1859,1019, it is not consistent .,anecdotes/miscellaneous,negative
1860,2793, but that was n't the icing on the cake : a tiramisu that resembled nothing i have ever had .,food,negative
1861,2332, great food and the prices are very reasonable .,food,positive
1862,2332, great food and the prices are very reasonable .,price,positive
1863,215, wine list is not huge but def well selected .,food,conflict
1864,58," a cool bar with great food , and tons of excellent beer .",food,positive
1865,58," a cool bar with great food , and tons of excellent beer .",ambience,positive
1866,536," be sure to try the seasonal , and always delicious , specials .",food,positive
1867,869, the ambience is authentic and relaxing and we have always received attentive and prompt service .,ambience,positive
1868,869, the ambience is authentic and relaxing and we have always received attentive and prompt service .,service,positive
1869,2961," fresh , authentic , french cuisine in substantial portions .",food,positive
1870,1355," drinks got screwed up , she acted put upon .",service,negative
1871,2085, the one vegetarian entree ( abby 's treasure ) was actually quite a surprise - it was delicious and had winter melon covering an assortment of fresh mushrooms and vegetables .,food,positive
1872,1173," at 5 dumplings for $ 1 , you just can not go wrong .",price,positive
1873,1470, but the pizza is way to expensive .,price,negative
1874,2457," and the staff is also young , energetic and hot ! ! ! !",service,positive
1875,505," even better , they know how to cook french classics like steak au poivre and singleton without burning it to death or overcooking it .",food,positive
1876,842," service was decent , but not as smooth as i would expect from a place with these prices and reputation .",service,conflict
1877,1595, we had a wonderful meal at naples 45 a month ago on a visit to nyc .,food,positive
1878,2150, good drink .,food,positive
1879,2443," great food ( spinach and corn dumplings and Maupassant curry ) , very friendly and no nonsense service and a clean and funky bathroom .",food,positive
1880,2443," great food ( spinach and corn dumplings and Maupassant curry ) , very friendly and no nonsense service and a clean and funky bathroom .",service,positive
1881,2443," great food ( spinach and corn dumplings and Maupassant curry ) , very friendly and no nonsense service and a clean and funky bathroom .",ambience,positive
1882,3706, was there friday night .,anecdotes/miscellaneous,neutral
1883,2010, we had a girls ' night dinner here for restaurant week .,anecdotes/miscellaneous,neutral
1884,3064, romantic if you want it to be ( brightly lit ) .,ambience,positive
1885,3483," however , i was there for a work dinner not long ago when my colleague from london noticed a very large water bug on the ceiling .",anecdotes/miscellaneous,negative
1886,1719, i recommend it !,anecdotes/miscellaneous,positive
1887,2442, i have taken practically every guest that has come to visit me in ny and hooked a few new yorkers onto peep as well .,anecdotes/miscellaneous,positive
1888,3101, enough said !,anecdotes/miscellaneous,neutral
1889,542, i do n't live in ny but my best friend does .,anecdotes/miscellaneous,neutral
1890,255, my chow fun and chow see was really bland and oily .,food,negative
1891,828," even though i made the reservation at 3pm for the same night through dinner broker , we were seated at a table with one of the best view !",anecdotes/miscellaneous,positive
1892,828," even though i made the reservation at 3pm for the same night through dinner broker , we were seated at a table with one of the best view !",ambience,positive
1893,3553," we did notice however , that some tables had what looked like pita instead of naan .",service,negative
1894,315," i did n't take a look at the rest menu , but the oysters were fantastic .",food,positive
1895,2587, after the review i treed into brooklyn .,anecdotes/miscellaneous,neutral
1896,3282, the grilled cheese at home afterwards was better ! !,food,negative
1897,1883, we were pleasantly greeted .,service,positive
1898,2219, the red sliding doors may be unique but they do not block off the cold air from the outside .,ambience,negative
1899,666," great service , great food .",food,positive
1900,666," great service , great food .",service,positive
1901,1910," the food is expensive , but worth every bite .",price,negative
1902,1910," the food is expensive , but worth every bite .",food,positive
1903,1018," sometimes i get bad food and bad service , sometimes i get good good and bad service .",food,conflict
1904,1018," sometimes i get bad food and bad service , sometimes i get good good and bad service .",service,negative
1905,39, when we were finally seated our waitress came by twice 1 for our order and 2 for our check .,service,negative
1906,39, when we were finally seated our waitress came by twice 1 for our order and 2 for our check .,anecdotes/miscellaneous,negative
1907,2247, in summer eat outside on a terrace ( another great feature of suan ) ! ! !,ambience,positive
1908,2458," it 's the perfect restaurant for ny life style , it got cool design , awesome drinks and food and lot 's of good looking people eating and hanging at the pink bar ...",food,positive
1909,2458," it 's the perfect restaurant for ny life style , it got cool design , awesome drinks and food and lot 's of good looking people eating and hanging at the pink bar ...",ambience,positive
1910,2689," recommendations , of course , are required !",anecdotes/miscellaneous,neutral
1911,1959, we did have to wait at the bar for approx .,service,negative
1912,2282, you fellas above says its the best taiwanese restaurant in town .,anecdotes/miscellaneous,neutral
1913,2943," yeah , it 's that good .",anecdotes/miscellaneous,positive
1914,3228," if you love seafood , you would love this place !",food,positive
1915,1837," good , fast service .",service,positive
1916,2333, dakshin is one of the few affordable and tasty indian restaurant in the upper east side .,food,positive
1917,2333, dakshin is one of the few affordable and tasty indian restaurant in the upper east side .,price,positive
1918,1296, they charge different prices all the time .,price,negative
1919,1842," to dine at thalia can be slightly deceiving because while its beautiful on the outside , its so bland on the inside .",ambience,conflict
1920,2245," i was in love with posturing on 48th , but compared to suan it is slow in service and overpriced .",anecdotes/miscellaneous,positive
1921,2245," i was in love with posturing on 48th , but compared to suan it is slow in service and overpriced .",service,negative
1922,2245," i was in love with posturing on 48th , but compared to suan it is slow in service and overpriced .",price,negative
1923,2028," my friends and i experienced amazing cheese and a delicious , new summer menu at artisanal last night .",food,positive
1924,2028," my friends and i experienced amazing cheese and a delicious , new summer menu at artisanal last night .",anecdotes/miscellaneous,positive
1925,2810," i am so coming back here again , as much as i can .",anecdotes/miscellaneous,positive
1926,3293, i have been going back again and again .,anecdotes/miscellaneous,positive
1927,1916," it 's charmingly small and that leads to an atmosphere that is extremely cozy and romantic , even .",ambience,positive
1928,343, it is obvious that no one in the restaurant has any idea about or experience with japanese cuisine .,food,negative
1929,165," in terms of the food itself -- nothing special , we limited ourselves to several appetizers .",food,neutral
1930,2508, love the jazz bands on fri and sat .,ambience,positive
1931,3659," overall , excellent restaurant !",anecdotes/miscellaneous,positive
1932,3114," to begin , we were told there was a 30 minute wait and started to leave , when the hostess offered to call us on our cell phone when the table was ready .",service,conflict
1933,492, the servers give you some sample slices of your order while you wait ( shortly i might add ) .,service,positive
1934,1886, the service was ok .,service,neutral
1935,3512," when asked about how a certain dish was prepared in comparison to a similar at other thai restaurants , he replied this is not mcdonald 's , every place makes things differently while it is understandable that every place is indeed different , there was not a need to be courteous to customers and downright rude .",service,negative
1936,3512," when asked about how a certain dish was prepared in comparison to a similar at other thai restaurants , he replied this is not mcdonald 's , every place makes things differently while it is understandable that every place is indeed different , there was not a need to be courteous to customers and downright rude .",anecdotes/miscellaneous,negative
1937,538, i ate here for the first time and absolutely loved it !,anecdotes/miscellaneous,positive
1938,3156," do n't expect to sit down inside though , there are only a few tables and they are always full .",ambience,negative
1939,1947," the staff is accomodating , the ambiance is exciting and yet relaxed , and the food is out of this world !",food,positive
1940,1947," the staff is accomodating , the ambiance is exciting and yet relaxed , and the food is out of this world !",service,positive
1941,1947," the staff is accomodating , the ambiance is exciting and yet relaxed , and the food is out of this world !",ambience,positive
1942,1929," the food was delicious ( i had a halibut special , my husband had steak ) , and the service was top-notch .",food,positive
1943,1929," the food was delicious ( i had a halibut special , my husband had steak ) , and the service was top-notch .",service,positive
1944,740, the manager claimed that he could not compensate us for anything on the bill which just shows the lack of sophistication from the entire group .,service,negative
1945,2736, this is by far my favorite place in the neighborhood .,anecdotes/miscellaneous,positive
1946,669, but too far east !,anecdotes/miscellaneous,negative
1947,677, satisfying .,anecdotes/miscellaneous,positive
1948,2551, highly highly highly recommended !,anecdotes/miscellaneous,positive
1949,2797, it 's the only place you can get yummy authentic japanese comfort food .,food,positive
1950,409, we took advantage of the half price sushi deal on saturday so it was well worth it .,price,positive
1951,3442, we came here on a crowded saturday night and were seated right away despite being 15 minutes late for our reservation .,service,positive
1952,2878," this place is cool enough to be in the east village , but french enough to make you feel like you could be in a bistro in a back alley in paris .",ambience,positive
1953,158, we were fast to order the appetizer platter since we were very hungry .,anecdotes/miscellaneous,neutral
1954,3186," the staff are attentive , and have smiles on their faces .",service,positive
1955,654, this is the best shabby shabby restaurant in the try state area .,food,positive
1956,52," no dress codes , no attitudes , plenty of comfort companionship , a great place to relax in an always busy midtown .",ambience,positive
1957,2125," largest and freshest pieces of sushi , and delicious !",food,positive
1958,3371, even the pasta is delicious here ( a rarity in new york pizza restaurants ) .,food,positive
1959,2115," but when we looked at the menu , there were n't a lot of choices , most of them were dumplings in the appetizer section .",food,negative
1960,1546," maybe i say so because it looked promising for people who like artery clogging jewish deli food , but turns out to be poorly run and awful .",anecdotes/miscellaneous,conflict
1961,1546," maybe i say so because it looked promising for people who like artery clogging jewish deli food , but turns out to be poorly run and awful .",service,negative
1962,1546," maybe i say so because it looked promising for people who like artery clogging jewish deli food , but turns out to be poorly run and awful .",food,conflict
1963,753, after my 3rd time the manager remembered me and treated me like an usual customer .,service,positive
1964,2560, this place is greatly welcome in the desolate little strip between the prospect expressway and greenwood cemetery - a wasteland we like to call the slit .,anecdotes/miscellaneous,positive
1965,3165, now if they could only get a toaster .,anecdotes/miscellaneous,negative
1966,2601, you will find yourself returning quite often .,anecdotes/miscellaneous,positive
1967,3505," when he 's not making authentic neapolitan pizza in the open brick oven or lightly frying zucchini blossoms , he 's visiting the regulars ( a growing legion ) and checking on newcomers .",service,positive
1968,3505," when he 's not making authentic neapolitan pizza in the open brick oven or lightly frying zucchini blossoms , he 's visiting the regulars ( a growing legion ) and checking on newcomers .",food,positive
1969,1747, wait staff is blatantly unappreciative of your business but its the best pie on the uws !,food,positive
1970,1747, wait staff is blatantly unappreciative of your business but its the best pie on the uws !,service,negative
1971,1481," the ingredients taste fresher , the crust is thinner and crispier , the slice is less oily , and it 's never burnt like it occasionally is at joe 's .",food,positive
1972,1767, fish is so very fresh .,food,positive
1973,634, the prices were cheap compared to the quality of service and food .,price,positive
1974,634, the prices were cheap compared to the quality of service and food .,service,positive
1975,634, the prices were cheap compared to the quality of service and food .,food,positive
1976,3058, go only if you are already in the neighborhood and do n't want to bother going farther for a better place .,anecdotes/miscellaneous,negative
1977,968," top spot in town for vietnamese classics , better than places that cost a lot more .",food,positive
1978,968," top spot in town for vietnamese classics , better than places that cost a lot more .",price,positive
1979,2300, less wait time for me !,service,positive
1980,2136," this was the perfect quiet , relaxing , and delicious accompaniment to our afternoon of theater .",food,positive
1981,2136," this was the perfect quiet , relaxing , and delicious accompaniment to our afternoon of theater .",ambience,positive
1982,1039," the decor is really blah , and not at all hip or happening .",ambience,negative
1983,3138," having discovered ping 's on the internet , we entered with qualms but were instantly put to ease by the fish tanks that greet you as u walk in .",anecdotes/miscellaneous,neutral
1984,3138," having discovered ping 's on the internet , we entered with qualms but were instantly put to ease by the fish tanks that greet you as u walk in .",ambience,positive
1985,2722, you can not go wrong at the red eye grill .,anecdotes/miscellaneous,positive
1986,1547, it appears to be the owner 's first venture and it shows .,anecdotes/miscellaneous,negative
1987,2597," i come from a family of pizzeria owners , and i 'm almost ashamed to say that the pizza in fornicator 's blows my families receipts away .",food,positive
1988,1740, i go twice a month !,anecdotes/miscellaneous,neutral
1989,715, we ordered some beef and noodle soup dishes from the thai section of the menu but nothing we got was thai .,food,negative
1990,2160, they have a huge selection of different cream cheeses and all of their salads are great .,food,positive
1991,3437, the lobster sandwich is good and the spaghetti with scallops and shrimp is great .,food,positive
1992,939, the food was authentic .,food,positive
1993,3140, the dim sum is delectable while the prices are quite easy on the wallet .,food,positive
1994,3140, the dim sum is delectable while the prices are quite easy on the wallet .,price,positive
1995,1714," i only tried a simple dish of spinach ravioli in a light oil and garlic sauce , but it actually faired better than most nyc italian joints i 've tried similar dishes at .",food,positive
1996,337, the worst excuse for japanese food i 've ever encountered .,anecdotes/miscellaneous,negative
1997,2027, a million better places to go in the city .,anecdotes/miscellaneous,negative
1998,595," if celebrities make you sweat , then your in for a ride , but if your like most around these parts then you 'll just yawn and wonder whats with all the hype .",anecdotes/miscellaneous,conflict
1999,256, okay i do n't mind the oily part ( cause most are cooked that way ) but it was way too bland .,food,negative
2000,764, i ordered a chicken teriyaki dish and found that the chicken was extremely dry .,food,negative
2001,1375, i love it .,anecdotes/miscellaneous,positive
2002,613, if you want something really different than try jekyll and hyde .,anecdotes/miscellaneous,positive
2003,1329," we had reservations at 9pm , but was not seated until night .",service,negative
2004,1329," we had reservations at 9pm , but was not seated until night .",anecdotes/miscellaneous,negative
2005,3198, we had pam 's special fried fish and it was amazing .,food,positive
2006,623, its located in Greenwich village .,anecdotes/miscellaneous,neutral
2007,3325, there is no excuse for such lousy service !,service,negative
2008,294, three strikes and this restaurant is out .,anecdotes/miscellaneous,negative
2009,3375, we bring in a party of ten or so every week .,anecdotes/miscellaneous,neutral
2010,3304, my boyfriend had the new england chowder it was good but i think the award should go to the lobster bisque .,food,positive
2011,3608," so , a little inconsistency there but either way , both pizzas were really good .",food,conflict
2012,3203," overall the restaurant is more expensive than our other sushi favorites , but everything was delicious .",food,positive
2013,3203," overall the restaurant is more expensive than our other sushi favorites , but everything was delicious .",price,negative
2014,3640, we would return to this place again !,anecdotes/miscellaneous,positive
2015,3499, not enough wines by the glass either .,food,negative
2016,694, i had the duck breast special on my last visit and it was incredible .,food,positive
2017,831, i must say it 's a little pricey for the food because it was not as spectacular as the view .,price,negative
2018,271, these innovators of french indian fusion do a great job of making dishes as interesting as possible while still being accessible .,food,positive
2019,2677," just do n't take the seat between the bar and the back half of the restaurant , i saw a woman get nudged times sitting there .",ambience,negative
2020,844, no gimmicks here -- the food speaks for itself in its freshness and preparation .,food,positive
2021,551," we were worried we would have trouble getting in , but somehow managed to have a short wait .",anecdotes/miscellaneous,positive
2022,551," we were worried we would have trouble getting in , but somehow managed to have a short wait .",service,positive
2023,3709, my wife had the fried shrimp which are huge and loved it .,food,positive
2024,386," everything i had was good , and i 'm a eater .",food,positive
2025,1704, one should not go to lucky strike for the food .,food,negative
2026,1196, the service is awful -- the last time i was there ( and i do mean the last time ) we were told that they needed our table so we would have to leave .,service,negative
2027,3689, we could only get through an appetizer and cheese fondue .,food,neutral
