id,text,aspect,polarity
3420,"while this is n't classical restaurant fare , the chef has given new life to an old cuisine with some really innovative and tasty dishes that are genuinely indian without being heavy or same old restaurant burn outs .",food,positive
3023,i 've been here twice now .,anecdotes/miscellaneous,neutral
3261,try the spicy wontons and the salt pepper shrimps .,food,positive
269,your friends will thank you for introducing them to this gem !,anecdotes/miscellaneous,positive
2990,my steak au poivre was one of the worst i 've had .,food,negative
1673,decent wine selection too .,food,positive
1546,"maybe i say so because it looked promising for people who like artery clogging jewish deli food , but turns out to be poorly run and awful .",service,negative
2737,"the service is excellent , the decor is great , and the food is delicious and comes in large portions .",service,positive
2780,"normally that would be improper , however they were all delicious and my host did not complain .",food,positive
1215,"great bagels , spreads and a good place to hang out in .",anecdotes/miscellaneous,positive
3313,just went here for my girlfriends 23rd bay .,anecdotes/miscellaneous,neutral
3495,was surprisingly disappointed .,anecdotes/miscellaneous,negative
2223,the food was spicy and delicious .,food,positive
3511,"a gentleman , maybe the manager , came to our table , and without so much as a smile or greeting asked for our order .",service,negative
14,"the whole set up is truly unprofessional and i wish cafe noir would get some good staff , because despite the current one this is a great place .",service,negative
1530,i 've overheard comments from him to his employees that should not have been delivered in the dining area and i 've been sitting there while he lectured another customer .,service,negative
1429,sauce was watery and the food did n't have much flavor .,food,negative
868,we have been to montparnasse many times and return often for good reason .,anecdotes/miscellaneous,positive
541,"i plan to come here again and look forward to trying their assortment of bruschetta , panini 's ... ..",anecdotes/miscellaneous,positive
1216,great place to grab a hot bagel on the way to work .,food,positive
3332,"however , in the summer of 2003 , it seems the management has changed and the great big door has been replaced for a glass front ridding itself of the dark romantic getup .",ambience,negative
1483,"they 're also friendlier here , especially the owner , kenny .",service,positive
3272,"sake collection was excellent ( try nanbu bin ) , but pricy .",price,negative
3510,i was here a few weeks back and we had the worst customer service experience at a restaurant ever .,service,negative
2453,"my husband said the portions were very small , but if my main course was good to eat the portion would 've been fine for me .",food,negative
8,"the service was terrible , we had to wait for everything and ask several of different people for the same thing before we were allowed to be served .",service,negative
390,i would just ask for no oil next time .,anecdotes/miscellaneous,neutral
3537,"service could be improved but overall this is a place that understands the importance of little things ( the heavy , black , antique seeming teapot , for one ) in the restaurant experience .",service,negative
294,three strikes and this restaurant is out .,anecdotes/miscellaneous,negative
1652,"otherwise , this place has great service and prices and a nice friendly atmosphere .",service,positive
2053,overall a oh ya even though there is waiting it is def worth it,service,negative
1059,"delicious bagels , especially when right out of the oven .",food,positive
2087,just bring someone who speaks cantonese because waiter may not understand you .,service,negative
1309,but still my date was bad,anecdotes/miscellaneous,negative
3481,if i wanted to deal with a crappy scene and annoying customers i 'd go out in manhattan .,ambience,negative
89,"the service was attentive , yet unimposing , the food was far better than many notorious restaurants in midtown and the wine list is extensive and well priced .",food,positive
1344,a touch more jalapeno heat for contrast and it would have been very good indeed .,food,positive
1713,"other than being a little crowded and a bit overpriced , the atmosphere is filled with energy ( and the beautiful people of course ) and the food was surprising good !",food,positive
2433,there is also very limited seating and there can be a substantial wait in getting food at peak times .,ambience,negative
1060,spreads and toppings are great - though a bit pricey .,food,positive
2844,"this is , by far , my favorite restaurant in nyc and i only wish it were more affordable so i could go more often !",anecdotes/miscellaneous,positive
2806,"as a japanese native , i 've lived in the tristate area for over 8 years , but i was just so amazed at this place .",anecdotes/miscellaneous,positive
1289,everything a ny pizza joint should be .,anecdotes/miscellaneous,positive
3513,"the service was poor , restaurant poorly lit , staff not very attentive and i would have rather eaten at a mcdonald 's than this joint .",service,negative
2437,amazing !,anecdotes/miscellaneous,positive
3002,"more important , the sushi rivals the best in tokyo .",food,positive
2033,"if you love wine and cheese and delicious french fare , you 'll love artisanal !",food,positive
3469,"the best chicken pad tai , i 've ever had .",food,positive
2431,the parathion and kebabs are made when ordered ensuring a level of freshness that is unsurpassed .,food,positive
1457,"my wife and i will usually only order one primi and one second and split them , as they tend to offer large portions .",food,positive
1304,"we actually gave 10 % tip ( which we have never done despite mediocre food and service ) , because we felt totally ripped off .",food,neutral
2563,"i work near-by , and they have the best oatmeal in the neighborhood not a packaged or quick cooked item .",food,positive
2895,i would highly recommend this place to anyone who is looking for a fine indian dining experience that is definitely a value for your dollar .,price,positive
2532,your money could easily be better spent elsewhere ( anywhere ) .,anecdotes/miscellaneous,negative
299,the service is outstanding and my crab cake eggs benedict could not have been better .,service,positive
2123,"while it 's not nobu , it sure is a great deal and you definitely will leave feeling satisfied and full .",food,positive
808,i would go again if i did n't have to pay .,anecdotes/miscellaneous,positive
1888,my boyfriend and i were in ny for a few days and pastis was a place that came recommended .,anecdotes/miscellaneous,neutral
1645,$ 20 gets you unlimited sushi of a very high quality i even took a friend here from japan who said it was one of the best sushi places in the us that he has been to .,price,positive
538,i ate here for the first time and absolutely loved it !,anecdotes/miscellaneous,positive
2588,"first off , the waitress was completely inattentive the 2 times we saw her ( odd in a restaurant with 6 tables ) and got our order wrong .",service,negative
2879,"the service is friendly , if not the most prompt in the world , the food is great , and the prices , while not cheap , wo n't put your wallet out of commission .",food,positive
3120,"the food is good , i ca n't lie .",food,positive
1153,would never go back there .,anecdotes/miscellaneous,negative
1313,i ate here a week ago and found most dishes average at best and too expensive .,food,negative
1709,"unfortunately , the food was not something to get worked up about .",food,negative
2889,we will definitely go back .,anecdotes/miscellaneous,positive
1626,wonderful at holiday time .,anecdotes/miscellaneous,positive
238,the food is so cheap and the waiters are nice .,service,positive
2656,we spent $ 200 in this place and left hungry and very disappointed .,price,negative
429,"for authentic thai food , look no further than toons .",food,positive
2686,"the place is small and intimate and you may feel a little crowded , but the service is excellent and it 's great for friends out , a romantic date , or a special occassion .",ambience,negative
2416,"ok , for all of us growing up in the village of nyc , we have spoiled by a plethora of restaurants , most of which stay open very late .",anecdotes/miscellaneous,neutral
1032,"whenever you need a sushi fix , mizu will be there with quality fish and great service .",food,positive
25,great for large groups and celebrations - our super happy waiter was the entertainment of the evening .,service,positive
1438,"if you want americanized chinese food with your usual watery , generic white sauce , this is your place .",food,negative
2306,the food is great .,food,positive
750,the food was well prepared and the service impeccable .,food,positive
1388,"this place , which is only a few months old , is perhaps queens ' biggest secret !",anecdotes/miscellaneous,positive
1182,"the food is very good for it 's price , better than most fried dumplings i 've had .",price,positive
676,"the flavors are very fresh and pretty unobtrusive , nothing flashy .",food,positive
844,no gimmicks here -- the food speaks for itself in its freshness and preparation .,food,positive
89,"the service was attentive , yet unimposing , the food was far better than many notorious restaurants in midtown and the wine list is extensive and well priced .",service,positive
227,went with mommy ( the only person who could afford taking me here ) .,anecdotes/miscellaneous,neutral
2298,"the crust is thin , the ingredients are fresh and the staff is friendly .",food,positive
2983,"nice atmosphere , the service was very pleasant and the desert was good .",service,positive
1231,pick a bagel has the best bagels in the city .,food,positive
1692,nothing special about this place .,anecdotes/miscellaneous,neutral
15,my friends and i showed up on a sat .,anecdotes/miscellaneous,neutral
2288,beef noodle soup is good as well .,food,positive
3704,i will not be coming here at 3am again .,anecdotes/miscellaneous,negative
2898,"the main course had an average portion , and was decent overall .",food,positive
2560,this place is greatly welcome in the desolate little strip between the prospect expressway and greenwood cemetery - a wasteland we like to call the slit .,anecdotes/miscellaneous,positive
220,i highly recommend caviar russe to anyone who wants delicious top grade caviar and fantastic service .,service,positive
1054,"but they do n't have a toaster , which is strange .",service,negative
161,i thanked my friend who recommended me this restaurant and will certainly recommend it to others .,anecdotes/miscellaneous,positive
565,"i asked for seltzer with lime , no ice .",food,neutral
2252,"they do cater to american palates , but if you like it hot let them know and they are more than willing to oblige !",service,positive
2616,i have never had cheesecake like this .,food,positive
3482,i had been a regular due to the consistently good food and ease of getting a table .,anecdotes/miscellaneous,positive
3641,you can not go wrong with this place .,anecdotes/miscellaneous,positive
193,the food is great and reasonably priced .,food,positive
1669,it is not a place for tourists or someone who has never dined in bay ridge .,anecdotes/miscellaneous,neutral
2827,"the food was below average , the service was pathetic , there was no ambience at all .",service,negative
2316,"not a typical pizza joint , but good for a low key and fairly cheap nice sit down dinner .",food,positive
318,the atmosphere is great if your looking for a laid back scene and an inexpensive way to spend a weekend afternoon .,price,positive
2192,"my gf and i still choose to eat there a lot because of diverse cocktails , the chill decor , and the decent sushi .",ambience,positive
1954,i do suggest to ask to be seated upstairs if you are looking to be a little cozy .,anecdotes/miscellaneous,neutral
3191,try green curry with vegetables .,food,positive
3687,took my sister here before attending a show one evening .,anecdotes/miscellaneous,neutral
2627,"the ambience was nice , but service was n't so great .",ambience,positive
857,i have never better enjoyed humble root vegetables or a mushroom consomme - and this chef accomplishes without fats .,food,positive
3408,i 've eaten at many different indian restaurants .,anecdotes/miscellaneous,neutral
3148,ive asked a cart attendant for a lotus leaf wrapped rice and she replied back rice and just walked away .,service,negative
2289,the service is good and the restaurant is clean .,service,positive
82,"very romantic fires - i 've literally spent hours at lanterna , drinking wine from their extensive wine and enjoying the ambience .",food,positive
1787,the yellowtail was particularly good as well .,food,positive
1208,the one on the east side is much better than the one on the west side .,anecdotes/miscellaneous,neutral
3098,go here for the drinks !,food,positive
1535,"they might be all business at the counter when you give your order , but their food says i love you .",food,positive
3087,"while most people can attest to spending over $ 50 on drinks in new york bars and hardly feeling a thing , the drinks here are plentiful and unique .",price,negative
3219,"fabulous service , fantastic food , and a chilled out atmosphere and environment .",service,positive
1049,mizu is home to creative and unique rolls not to found anywhere else .,food,positive
1781,i must give it yon out of yon stars !,anecdotes/miscellaneous,positive
195,"if the weather is nice , try to snag an outside table .",ambience,neutral
610,we had a great tiem watching the shows and characters and ar food was just what we were looking for .,food,positive
2130,"this is the cheers of new york , whether you 've ever been there or not .",anecdotes/miscellaneous,neutral
1341,service was very friendly .,service,positive
349,nice value .,price,positive
699,the wine list is interesting and has many good values .,food,positive
1115,"please try the filet mignon , its just the most tender piece ever .",food,positive
3205,"haru serves very fresh fish , has a trendy , modern ambiance , prime location on park avenue south and friendly service .",service,positive
1671,any if you have a reservation you 'll wait for max 5 minutes - so have a drink at the bar .,service,positive
1294,they smell like they stuff them with old canned vegetables like the spinach mushroom calzone .,food,negative
878,"so if you want a nice , enjoyable meal at montparnasse , go early for the ore theater pix fix .",food,positive
241,one of the more authentic shanghainese restaurants in the us definitely the best in manhattan chinatown .,anecdotes/miscellaneous,positive
76,i just read mo caramel 's review and felt compelled to respond .,anecdotes/miscellaneous,neutral
2669,"i actually gave patroon another chance before writing this , but the second visit was even worse .",anecdotes/miscellaneous,negative
2876,have been dozens of times and never failed to enjoy the experience .,anecdotes/miscellaneous,positive
3642,"the food is outstanding and the service is quick , friendly and very professional .",food,positive
268,this is one of my favorite restaurants and it is not to be missed .,anecdotes/miscellaneous,positive
3580,"i would recommend roxy 's for that , but not for their food .",anecdotes/miscellaneous,positive
410,we were fans of the half-price saturday night option until some inedible squid during a recent visit .,food,negative
2001,"( $ 200 for 2 glasses of champagne , not too expensive bottle of wine and 2 after dinner drinks ) .",price,negative
3382,"the flavors are great , and the menu is extensive .",food,positive
3513,"the service was poor , restaurant poorly lit , staff not very attentive and i would have rather eaten at a mcdonald 's than this joint .",ambience,negative
1624,the only thing more wonderful than the food ( which is exceptional ) is the service .,service,positive
1544,this is a cute place and could be good but they need to get their act together .,ambience,positive
3451,"overall , a solid restaurant and at less than $ 40pp ( including wine ) , a solid deal as well .",anecdotes/miscellaneous,positive
729,"the atmosphere is n't the greatest , but i suppose that 's how they keep the prices down .",price,positive
3073,"food was very good , but not what i would consider out of this world .",food,positive
2194,they do n't seem to place an emphasis on specials or fresh ingredients which to me is necessary for good thai .,food,negative
304,i have enjoyed everything i have ever gotten and the fish is so fresh and always prepared in a great way .,anecdotes/miscellaneous,positive
1990,and there 's no way out .,anecdotes/miscellaneous,neutral
2171,the food options rule .,food,positive
58,"a cool bar with great food , and tons of excellent beer .",ambience,positive
1854,it wo n't break the bank but i also wouldnt come back for the food .,food,negative
2834,ahhh ...,anecdotes/miscellaneous,neutral
1974,"however , for what we spent , overall , it just was not up to par .",price,negative
2183,"i love their spicy scallop roll , and my boyfriend consistently gets the sesame chicken .",food,positive
2168,i loved it and would highly recommend .,anecdotes/miscellaneous,positive
3015,"after we got our sashimi order , i could not believe how small the portions were !",food,negative
1665,drinks way over priced .,price,negative
2439,this is a wonderful place on all stand points especially value ofr money .,price,positive
3022,"in any event , even though its a bit on the pricey side , we still love this restaurant and will definitely go back .",price,negative
1434,"if your favorite chinese food is general tao chicken , then this is not your place .",food,negative
4,"great for groups , great for a date , great for early brunch or a nightcap .",ambience,positive
2250,suan has challenged this loyalty .,anecdotes/miscellaneous,neutral
1123,"plus , when our entrees were held up in the kitchen on a busy saturday night , the owner sent over complimentary summer rolls to hold us over !",service,positive
3651,chance is a joke .,anecdotes/miscellaneous,negative
1486,i have tried the various slice joints around the village but this is by far the best one .,anecdotes/miscellaneous,positive
2406,"for appetizers , i recommend the shrimp fritters and dumplings .",food,positive
419,a friend from seattle and i went on a thursday night around 8:30 .,anecdotes/miscellaneous,neutral
2089,"excellent dumplings served amid clean , chic decor .",food,positive
1522,go girls ! ! !,anecdotes/miscellaneous,positive
2249,"i have been a longtime fan of holy basil in the east village , and while i do believe their food has slightly slipped in quality , i have been hesitant to be disloyal .",anecdotes/miscellaneous,neutral
988,the food is delicious .,food,positive
891,the food itself was just ok - nothing spectacular - but the service was awful .,food,neutral
2553,after dealing with subpar pizza all over the kensington neighborhood - i 've found little Toscanini .,anecdotes/miscellaneous,positive
181,"the food here is rather good , but only if you like to wait for it .",food,positive
2578,over 100 different choices to create your own .,food,positive
2103,steamed fresh so brought hot hot hot to your table .,food,positive
3343,the food now is inconsistent .,food,negative
335,"the best part of the experience was knowing that the manager ( a bubbly , friendly young woman with a great smile ) truly cared about how we were doing .",service,positive
999,"it is set far from the small street it 's on , and there is no traffic noise .",ambience,positive
773,all we received was an apology as we left to see our show without dinner .,service,negative
926,i look forward to eating here again,anecdotes/miscellaneous,positive
2529,"as for the bar , this is another bad idea .",food,negative
1908,the restaurant is very small so reservations are a must .,anecdotes/miscellaneous,neutral
1683,"the vibe is very relaxed and cozy , service was great and the food was excellent !",service,positive
2948,there was no ambiance .,ambience,negative
761,for an trendy rip off eat here .,anecdotes/miscellaneous,negative
1653,definitely will be back !,anecdotes/miscellaneous,positive
1698,"have eaten at ginger house several times , and it 's always good .",anecdotes/miscellaneous,positive
30,the bartender on my most recent visit was so incredibly rude that i will never go back .,service,negative
2923,zero ambiance to boot .,ambience,negative
1206,the place is small and cramped but the food is fantastic .,ambience,negative
2574,ingredients are organic which is a real plus for me .,food,positive
649,"when my husband and go there , we spend $ 60.00 ( have lobster tails ummmmm need i say more ) i ca n't say any more , it a place you 'll never forget if you never go , you 'll miss a meal of your life time",anecdotes/miscellaneous,positive
784,"if you are in a big group , this place is perfect because it recommends sharing - they have lazy susans on most tables - even families can feel comfortable here .",ambience,positive
3578,"for the people who want great food plus great service , roxy is a place to avoid !",service,negative
1545,... and that 's saying a lot .,anecdotes/miscellaneous,neutral
3282,the grilled cheese at home afterwards was better ! !,food,negative
2738,"you 'll pay at least double at any other italian restaurant in the city , and most still do n't compare .",price,positive
2101,they were such a rip-off ( $ 8.95 for four small meat patties in steamed buns ) and not worth trying .,price,negative
2094,tasty but expensive .,food,positive
119,check out the secret back room .,ambience,positive
601,we went to eat at the jekyll and hyde restaurant on friday night and really enjoyed the fun atmosphere and good food .,anecdotes/miscellaneous,positive
364,"after the main course came , we did n't see our waiter for at least 40 minutes !",service,negative
3235,"the staff has always been friendly without seeming grating , and the chef has greeted us on a couple of occasions .",service,positive
458,nice family owned traditional restaurant .,anecdotes/miscellaneous,positive
3341,"during the course of the past 3 months , the chef and staff changed and it was not for the better .",food,negative
3663,and they provided a delicious dessert on the house !,service,positive
3016,"i would not have been so disappointed with the portions if the qualities were good enough to make up for it , but they were not !",food,negative
1081,"only complaint would be that at an average cost of $ 12 $ 15 per meal , i 'd like not to have to worry about finding a seat !",service,negative
3438,the service is good and ambience is good for a date or group outing .,service,positive
2116,then we ordered a dinosaur rolls and white tuna sashimi .,food,neutral
1911,"i had a terrific meal , and our server guided us toward a very nice wine in our price range , instead of allowing us to purchase a similarly priced wine that was n't as good .",food,positive
2079,"the staff was accomodating , the food was absolutely delicious and the place is lovely .",service,positive
3499,not enough wines by the glass either .,food,negative
2025,no free drink .,price,negative
2517,"authentic food and they have real service , not just the rush you get sometimes when they try to push you out the door .",service,positive
2186,it is by far my favorite restaurant in brooklyn .,anecdotes/miscellaneous,positive
2238,i recently tried suan and i thought that it was great .,anecdotes/miscellaneous,positive
1378,i recieved prompt service with a smile .,service,positive
1394,the atmosphere is much better than serigraph ( more modern and sleek ) .,ambience,positive
2893,"saturday , nov. 6th i had a group from work come in with about 35 people and the staff was amazing to accomodate us .",service,positive
2222,went there and had a combination of different seafood dishes and appetizers .,food,neutral
94,"excellent atmosphere , delicious dishes good and friendly service .",ambience,positive
887,what came to our table was burned beyond recognition and stringy .,food,negative
1717,"yeah the crowd can take it a bit seriously , but it should n't .",anecdotes/miscellaneous,neutral
460,i was pleasantly surprised to find this gem in hoboken .,anecdotes/miscellaneous,positive
178,the waitress was very patient with us and the food is phenomenal !,food,positive
782,"great food , great lay out and awesome service .",service,positive
3626,"if i could rate the people this place would be off the charts - unfortunately - the pizza , sorry - not the best in nyc .",service,positive
1618,"we had great desserts ( including the best cannoli i 've ever had ) and then they offered an after dinner drink , on the house .",food,positive
3091,"the puke green walls leave a lot to be desired , but the food is very good .",ambience,negative
601,we went to eat at the jekyll and hyde restaurant on friday night and really enjoyed the fun atmosphere and good food .,ambience,positive
321,came looking for this place because i heard good things .,anecdotes/miscellaneous,neutral
92,i absolutely loved this place .,anecdotes/miscellaneous,positive
588,"the service was excellent , the food was excellent , but the entire experience was very cool .",food,positive
2443,"great food ( spinach and corn dumplings and Maupassant curry ) , very friendly and no nonsense service and a clean and funky bathroom .",ambience,positive
2117,"those rolls were big , but not good and sashimi was n't fresh .",food,negative
1192,"they sell special sushi , everything have a topping , sauce and etc .",food,positive
2926,"we ordered the special , grilled branzino , that was so infused with bone , it was difficult to eat .",food,negative
591,"if you wrote a bad review , it 's because you do n't understand what rao 's is all about .",anecdotes/miscellaneous,positive
70,my girlfriend and i stumbled onto this hopping place the other night and had a great time !,anecdotes/miscellaneous,positive
116,"i have known about this secret for the last 13 years , emilio ( the godfather ) has continued to serve food and wine for the gods at mortal prices .",food,positive
3185,"its a nice quiet location to go eat a good meal , relax , be able to talk and have a very good time .",ambience,positive
1362,"really though , where 's the seasoning ?",food,negative
2526,deliveries often take up to an hour and the prices are higher than most other pizzerias in the area .,service,negative
1533,"however , they 've got the most amazing pastrami and the soups hit the spot .",food,positive
1494,"the takeout menu says to keep an eye out for an expanded menu offering more italian dishes , i ca n't wait !",food,positive
3555,"being a fan of spicy ethnic foods , indian included , i made friends with this place long ago .",food,positive
1604,i 've been to naples 45 for dinner twice .,anecdotes/miscellaneous,neutral
250,"i understand the area and folks you need not come here for the romantic , alluring ambiance or the five star service featuring a soldier and a complicated maze of captain and back waiters - you come for the authentic foods , the tastes , the experience .",food,positive
928,i care more about the food and ambience .,ambience,neutral
2095,"stick to dim sum , not super overpriced noodles .",food,negative
672,"dip the ingredients in with your chopsticks , swirl them around , and eat .",food,neutral
1319,"the most annoying thing , though , is the fact that the servers seem to be trained to drive revenue .",service,negative
1290,go here .,anecdotes/miscellaneous,positive
843,a restaurant that does n't try to do anything except serve great food with great service in a pleasant atmosphere .,ambience,positive
1329,"we had reservations at 9pm , but was not seated until night .",service,negative
2848,"the menu is prix fixe , so be prepared to spend at least $ 60 per person , but it is well worth it superb food .",price,negative
237,"i recommend the jelly fish , drunken chicken and the soupy dumplings , certainly the stir fry blue crab .",food,positive
1195,the sushi is average and the prices are anything but .,price,negative
2714,they have a very diverse menu so its something for everybody .,food,positive
2317,i started out with a bombay beer which was big enough for two .,food,positive
2617,i thought i had died and gone to heaven .,anecdotes/miscellaneous,positive
1092,on a monthly basis my friends and i get together and have a girls night out .,anecdotes/miscellaneous,neutral
2754,price and quality of fish alone will keep us from making a return visit .,food,negative
872,i would highly recommend this place to anyone looking for a casual atmosphere that whisks you away to the left bank of the river seine .,ambience,positive
856,"an oasis of refinement : food , though somewhat uneven , often reaches the pinnacles of new american fine cuisine - chef 's passion ( and kitchen 's precise execution ) is most evident in the fish dishes and soups .",food,positive
3634,i would highly recommend nina 's to anyone who wants to have a romantic dinner in a heart warming surrounding filled with candles and family pictures .,anecdotes/miscellaneous,positive
2692,"the staff was very attentive , the ambience lovely , and the food superb .",service,positive
3404,it 's a perfect place to have a amazing indian food .,food,positive
961,"i was turned on to this restaurant by a fellow foodie friend of mine , and have been going back regularly ever since .",anecdotes/miscellaneous,positive
3707,best pastrami i ever had and great portion without being ridiculous .,food,positive
795,i was wrong .,anecdotes/miscellaneous,negative
2433,there is also very limited seating and there can be a substantial wait in getting food at peak times .,service,negative
1619,"they brought glasses and the bottle , and just left the bottle at our table .",service,negative
799,"the food was just ok , i would never go back .",anecdotes/miscellaneous,negative
2040,the maharani was ok -- the korma was bland .,food,negative
197,"i 've been there a few times , and i usually end up sitting next to some pretty odd people .",anecdotes/miscellaneous,negative
1456,"you can certainly find restaurants that offer a superior fine dining experience , but for superb food at reasonable prices , la villa ca n't be beat .",anecdotes/miscellaneous,positive
1622,the portions are large and the servers always surprise us with a different starter .,service,positive
953,"with so many good restaurants on the uws , i do n't need overpriced food , absurdly arrogant wait staff who do n't recognize they work at a glorified diner , clumsy service , and management that does n't care .",price,negative
1353,"decent thai food in cute - though a bit dank - little nolita hangout , but service terrible .",food,positive
2272,they offer the same menu but have creative drinks that are loaded with alcohol and cheeky names -- but they do cost you .,price,negative
1714,"i only tried a simple dish of spinach ravioli in a light oil and garlic sauce , but it actually faired better than most nyc italian joints i 've tried similar dishes at .",food,positive
3075,fantastic place .,anecdotes/miscellaneous,positive
508,frites were delicious if a bit on the thick side .,food,positive
3138,"having discovered ping 's on the internet , we entered with qualms but were instantly put to ease by the fish tanks that greet you as u walk in .",anecdotes/miscellaneous,neutral
344,do n't be fooled by crowds of people .,anecdotes/miscellaneous,negative
1655,"not the greatest sushi place , but excellent for a $ 19.95 all you can eat .",food,neutral
1625,the only thing the waiters do n't do for you is wipe your chin when you leave .,service,positive
528,warm and friendly in the winter and terrific outdoor seating in the warmer months .,ambience,positive
3233,my boyfriend and i have been to the minnow four times now and we have consistently been impressed .,anecdotes/miscellaneous,positive
230,definitely a once a year treat that i look forward to around the holidays !,anecdotes/miscellaneous,positive
2498,tuk tuk is one of those comfortable neighborhood joints where you know you will always have a good meal at a fair price .,food,positive
2304,they are fast .,service,positive
